date,channel,revenue_usd
2025-03-28,Direct,596.1
2025-03-28,Email,269.05
2025-03-28,Organic Search,627.03
2025-03-28,Paid Search,955.55
2025-03-28,Referral,380.01
2025-03-28,Social,188.65
2025-03-29,Direct,486.93
2025-03-29,Email,265.54
2025-03-29,Organic Search,659.73
2025-03-29,Paid Search,752.78
2025-03-29,Referral,273.1
2025-03-29,Social,189.43
2025-03-30,Direct,461.03
2025-03-30,Email,225.42
2025-03-30,Organic Search,732.76
2025-03-30,Paid Search,731.77
2025-03-30,Referral,227.53
2025-03-30,Social,147.98
2025-03-31,Direct,580.17
2025-03-31,Email,276.11
2025-03-31,Organic Search,713.64
2025-03-31,Paid Search,1031.97
2025-03-31,Referral,293.89
2025-03-31,Social,266.62
2025-04-01,Direct,572.82
2025-04-01,Email,293.82
2025-04-01,Organic Search,819.22
2025-04-01,Paid Search,1027.1
2025-04-01,Referral,391.13
2025-04-01,Social,202.21
2025-04-02,Direct,591.1
2025-04-02,Email,301.97
2025-04-02,Organic Search,891.29
2025-04-02,Paid Search,986.48
2025-04-02,Referral,397.31
2025-04-02,Social,234.78
2025-04-03,Direct,669.58
2025-04-03,Email,280.99
2025-04-03,Organic Search,760.3
2025-04-03,Paid Search,950.72
2025-04-03,Referral,333.34
2025-04-03,Social,92.66
2025-04-04,Direct,642.25
2025-04-04,Email,357.32
2025-04-04,Organic Search,845.13
2025-04-04,Paid Search,984.76
2025-04-04,Referral,331.96
2025-04-04,Social,167.76
2025-04-05,Direct,475.76
2025-04-05,Email,276.42
2025-04-05,Organic Search,634.25
2025-04-05,Paid Search,788.47
2025-04-05,Referral,263.8
2025-04-05,Social,201.0
2025-04-06,Direct,466.61
2025-04-06,Email,275.04
2025-04-06,Organic Search,742.37
2025-04-06,Paid Search,738.72
2025-04-06,Referral,246.56
2025-04-06,Social,165.04
2025-04-07,Direct,641.37
2025-04-07,Email,311.83
2025-04-07,Organic Search,619.08
2025-04-07,Paid Search,1055.07
2025-04-07,Referral,295.75
2025-04-07,Social,243.36
2025-04-08,Direct,613.01
2025-04-08,Email,334.81
2025-04-08,Organic Search,744.67
2025-04-08,Paid Search,1092.73
2025-04-08,Referral,319.27
2025-04-08,Social,254.12
2025-04-09,Direct,556.38
2025-04-09,Email,297.41
2025-04-09,Organic Search,789.92
2025-04-09,Paid Search,1132.01
2025-04-09,Referral,376.07
2025-04-09,Social,191.72
2025-04-10,Direct,595.85
2025-04-10,Email,249.43
2025-04-10,Organic Search,854.36
2025-04-10,Paid Search,1129.04
2025-04-10,Referral,322.37
2025-04-10,Social,269.55
2025-04-11,Direct,675.25
2025-04-11,Email,307.56
2025-04-11,Organic Search,761.97
2025-04-11,Paid Search,994.77
2025-04-11,Referral,404.66
2025-04-11,Social,270.25
2025-04-12,Direct,508.34
2025-04-12,Email,276.14
2025-04-12,Organic Search,620.3
2025-04-12,Paid Search,805.94
2025-04-12,Referral,277.72
2025-04-12,Social,202.69
2025-04-13,Direct,474.64
2025-04-13,Email,305.36
2025-04-13,Organic Search,697.48
2025-04-13,Paid Search,789.89
2025-04-13,Referral,273.69
2025-04-13,Social,216.25
2025-04-14,Direct,542.82
2025-04-14,Email,248.76
2025-04-14,Organic Search,800.67
2025-04-14,Paid Search,1015.23
2025-04-14,Referral,370.34
2025-04-14,Social,245.91
2025-04-15,Direct,626.36
2025-04-15,Email,258.15
2025-04-15,Organic Search,856.76
2025-04-15,Paid Search,1012.95
2025-04-15,Referral,117.35
2025-04-15,Social,213.86
2025-04-16,Direct,617.65
2025-04-16,Email,297.12
2025-04-16,Organic Search,829.68
2025-04-16,Paid Search,1035.61
2025-04-16,Referral,384.52
2025-04-16,Social,221.4
2025-04-17,Direct,610.4
2025-04-17,Email,322.76
2025-04-17,Organic Search,724.51
2025-04-17,Paid Search,1134.91
2025-04-17,Referral,331.91
2025-04-17,Social,245.41
2025-04-18,Direct,659.37
2025-04-18,Email,245.08
2025-04-18,Organic Search,797.31
2025-04-18,Paid Search,1067.0
2025-04-18,Referral,420.89
2025-04-18,Social,242.37
2025-04-19,Direct,518.01
2025-04-19,Email,223.4
2025-04-19,Organic Search,701.49
2025-04-19,Paid Search,739.58
2025-04-19,Referral,323.07
2025-04-19,Social,173.72
2025-04-20,Direct,442.23
2025-04-20,Email,295.98
2025-04-20,Organic Search,726.56
2025-04-20,Paid Search,878.51
2025-04-20,Referral,256.1
2025-04-20,Social,254.91
2025-04-21,Direct,626.17
2025-04-21,Email,249.07
2025-04-21,Organic Search,764.79
2025-04-21,Paid Search,1068.5
2025-04-21,Referral,401.81
2025-04-21,Social,215.84
2025-04-22,Direct,566.03
2025-04-22,Email,264.79
2025-04-22,Organic Search,860.25
2025-04-22,Paid Search,1095.35
2025-04-22,Referral,324.8
2025-04-22,Social,272.96
2025-04-23,Direct,604.65
2025-04-23,Email,342.79
2025-04-23,Organic Search,698.17
2025-04-23,Paid Search,1081.74
2025-04-23,Referral,363.55
2025-04-23,Social,208.89
2025-04-24,Direct,565.91
2025-04-24,Email,329.9
2025-04-24,Organic Search,795.37
2025-04-24,Paid Search,1089.1
2025-04-24,Referral,420.02
2025-04-24,Social,228.14
2025-04-25,Direct,569.07
2025-04-25,Email,181.51
2025-04-25,Organic Search,783.79
2025-04-25,Paid Search,1096.58
2025-04-25,Referral,432.29
2025-04-25,Social,185.1
2025-04-26,Direct,435.09
2025-04-26,Email,266.88
2025-04-26,Organic Search,772.83
2025-04-26,Paid Search,717.79
2025-04-26,Referral,277.08
2025-04-26,Social,273.74
2025-04-27,Direct,522.66
2025-04-27,Email,274.52
2025-04-27,Organic Search,590.43
2025-04-27,Paid Search,867.2
2025-04-27,Referral,220.05
2025-04-27,Social,204.82
2025-04-28,Direct,650.03
2025-04-28,Email,296.86
2025-04-28,Organic Search,930.61
2025-04-28,Paid Search,1013.17
2025-04-28,Referral,160.32
2025-04-28,Social,266.79
2025-04-29,Direct,636.8
2025-04-29,Email,320.93
2025-04-29,Organic Search,784.04
2025-04-29,Paid Search,1036.18
2025-04-29,Referral,466.74
2025-04-29,Social,229.11
2025-04-30,Direct,612.78
2025-04-30,Email,320.64
2025-04-30,Organic Search,658.81
2025-04-30,Paid Search,1081.33
2025-04-30,Referral,400.08
2025-04-30,Social,283.44
2025-05-01,Direct,574.24
2025-05-01,Email,269.35
2025-05-01,Organic Search,814.26
2025-05-01,Paid Search,1225.46
2025-05-01,Referral,394.56
2025-05-01,Social,232.21
2025-05-02,Direct,620.87
2025-05-02,Email,379.06
2025-05-02,Organic Search,804.58
2025-05-02,Paid Search,1001.44
2025-05-02,Referral,391.52
2025-05-02,Social,284.04
2025-05-03,Direct,527.98
2025-05-03,Email,261.63
2025-05-03,Organic Search,758.62
2025-05-03,Paid Search,849.66
2025-05-03,Referral,308.56
2025-05-03,Social,182.21
2025-05-04,Direct,528.62
2025-05-04,Email,234.32
2025-05-04,Organic Search,654.26
2025-05-04,Paid Search,837.49
2025-05-04,Referral,299.12
2025-05-04,Social,196.52
2025-05-05,Direct,720.29
2025-05-05,Email,326.18
2025-05-05,Organic Search,982.03
2025-05-05,Paid Search,1181.21
2025-05-05,Referral,394.34
2025-05-05,Social,214.87
2025-05-06,Direct,713.62
2025-05-06,Email,311.63
2025-05-06,Organic Search,924.02
2025-05-06,Paid Search,1078.67
2025-05-06,Referral,389.32
2025-05-06,Social,223.55
2025-05-07,Direct,654.33
2025-05-07,Email,379.12
2025-05-07,Organic Search,855.76
2025-05-07,Paid Search,1127.21
2025-05-07,Referral,387.04
2025-05-07,Social,212.55
2025-05-08,Direct,631.79
2025-05-08,Email,328.52
2025-05-08,Organic Search,776.79
2025-05-08,Paid Search,1022.39
2025-05-08,Referral,378.57
2025-05-08,Social,220.42
2025-05-09,Direct,685.29
2025-05-09,Email,381.87
2025-05-09,Organic Search,825.02
2025-05-09,Paid Search,1553.49
2025-05-09,Referral,381.05
2025-05-09,Social,259.93
2025-05-10,Direct,517.81
2025-05-10,Email,390.83
2025-05-10,Organic Search,818.6
2025-05-10,Paid Search,990.57
2025-05-10,Referral,339.94
2025-05-10,Social,196.77
2025-05-11,Direct,536.16
2025-05-11,Email,391.19
2025-05-11,Organic Search,791.43
2025-05-11,Paid Search,1162.66
2025-05-11,Referral,299.43
2025-05-11,Social,235.73
2025-05-12,Direct,576.98
2025-05-12,Email,332.46
2025-05-12,Organic Search,902.98
2025-05-12,Paid Search,1147.51
2025-05-12,Referral,431.21
2025-05-12,Social,235.2
2025-05-13,Direct,758.73
2025-05-13,Email,339.68
2025-05-13,Organic Search,918.38
2025-05-13,Paid Search,1164.63
2025-05-13,Referral,191.1
2025-05-13,Social,262.44
2025-05-14,Direct,682.83
2025-05-14,Email,274.72
2025-05-14,Organic Search,1065.58
2025-05-14,Paid Search,1007.25
2025-05-14,Referral,297.05
2025-05-14,Social,277.24
2025-05-15,Direct,703.22
2025-05-15,Email,361.17
2025-05-15,Organic Search,829.84
2025-05-15,Paid Search,1111.15
2025-05-15,Referral,367.77
2025-05-15,Social,267.32
2025-05-16,Direct,657.54
2025-05-16,Email,352.95
2025-05-16,Organic Search,931.75
2025-05-16,Paid Search,1222.3
2025-05-16,Referral,365.16
2025-05-16,Social,253.47
2025-05-17,Direct,642.85
2025-05-17,Email,318.15
2025-05-17,Organic Search,687.55
2025-05-17,Paid Search,1022.86
2025-05-17,Referral,345.04
2025-05-17,Social,224.41
2025-05-18,Direct,494.12
2025-05-18,Email,281.46
2025-05-18,Organic Search,662.02
2025-05-18,Paid Search,889.72
2025-05-18,Referral,290.74
2025-05-18,Social,130.17
2025-05-19,Direct,595.31
2025-05-19,Email,320.74
2025-05-19,Organic Search,881.64
2025-05-19,Paid Search,1225.67
2025-05-19,Referral,365.16
2025-05-19,Social,241.54
2025-05-20,Direct,809.89
2025-05-20,Email,355.99
2025-05-20,Organic Search,829.16
2025-05-20,Paid Search,1171.01
2025-05-20,Referral,392.03
2025-05-20,Social,222.95
2025-05-21,Direct,608.67
2025-05-21,Email,327.97
2025-05-21,Organic Search,727.52
2025-05-21,Paid Search,1157.45
2025-05-21,Referral,427.94
2025-05-21,Social,210.17
2025-05-22,Direct,669.37
2025-05-22,Email,330.88
2025-05-22,Organic Search,777.29
2025-05-22,Paid Search,1128.36
2025-05-22,Referral,390.31
2025-05-22,Social,281.55
2025-05-23,Direct,649.17
2025-05-23,Email,380.85
2025-05-23,Organic Search,789.21
2025-05-23,Paid Search,1171.43
2025-05-23,Referral,397.82
2025-05-23,Social,286.13
2025-05-24,Direct,566.98
2025-05-24,Email,333.14
2025-05-24,Organic Search,675.97
2025-05-24,Paid Search,965.84
2025-05-24,Referral,283.99
2025-05-24,Social,145.51
2025-05-25,Direct,537.39
2025-05-25,Email,322.01
2025-05-25,Organic Search,815.19
2025-05-25,Paid Search,975.56
2025-05-25,Referral,332.51
2025-05-25,Social,183.38
2025-05-26,Direct,728.16
2025-05-26,Email,420.26
2025-05-26,Organic Search,892.0
2025-05-26,Paid Search,1066.58
2025-05-26,Referral,384.76
2025-05-26,Social,254.72
2025-05-27,Direct,742.78
2025-05-27,Email,354.68
2025-05-27,Organic Search,858.21
2025-05-27,Paid Search,1140.04
2025-05-27,Referral,455.97
2025-05-27,Social,208.64
2025-05-28,Direct,616.54
2025-05-28,Email,206.5
2025-05-28,Organic Search,942.43
2025-05-28,Paid Search,1092.11
2025-05-28,Referral,366.39
2025-05-28,Social,249.3
2025-05-29,Direct,655.65
2025-05-29,Email,323.59
2025-05-29,Organic Search,900.62
2025-05-29,Paid Search,1200.86
2025-05-29,Referral,472.34
2025-05-29,Social,231.25
2025-05-30,Direct,742.29
2025-05-30,Email,404.49
2025-05-30,Organic Search,917.15
2025-05-30,Paid Search,1167.66
2025-05-30,Referral,339.91
2025-05-30,Social,246.38
2025-05-31,Direct,611.13
2025-05-31,Email,333.68
2025-05-31,Organic Search,721.26
2025-05-31,Paid Search,964.76
2025-05-31,Referral,256.37
2025-05-31,Social,205.04
2025-06-01,Direct,572.88
2025-06-01,Email,249.64
2025-06-01,Organic Search,682.98
2025-06-01,Paid Search,973.34
2025-06-01,Referral,344.87
2025-06-01,Social,229.18
2025-06-02,Direct,733.05
2025-06-02,Email,283.93
2025-06-02,Organic Search,405.49
2025-06-02,Paid Search,1007.94
2025-06-02,Referral,324.29
2025-06-02,Social,274.1
2025-06-03,Direct,792.6
2025-06-03,Email,330.07
2025-06-03,Organic Search,918.05
2025-06-03,Paid Search,1004.33
2025-06-03,Referral,417.21
2025-06-03,Social,158.34
2025-06-04,Direct,693.52
2025-06-04,Email,292.0
2025-06-04,Organic Search,1024.64
2025-06-04,Paid Search,1220.18
2025-06-04,Referral,425.34
2025-06-04,Social,298.08
2025-06-05,Direct,724.27
2025-06-05,Email,404.39
2025-06-05,Organic Search,932.82
2025-06-05,Paid Search,1341.11
2025-06-05,Referral,433.37
2025-06-05,Social,320.62
2025-06-06,Direct,785.92
2025-06-06,Email,328.72
2025-06-06,Organic Search,983.46
2025-06-06,Paid Search,1179.66
2025-06-06,Referral,319.92
2025-06-06,Social,208.2
2025-06-07,Direct,633.88
2025-06-07,Email,338.61
2025-06-07,Organic Search,805.12
2025-06-07,Paid Search,921.08
2025-06-07,Referral,281.78
2025-06-07,Social,234.8
2025-06-08,Direct,573.0
2025-06-08,Email,408.31
2025-06-08,Organic Search,829.2
2025-06-08,Paid Search,1041.01
2025-06-08,Referral,246.75
2025-06-08,Social,289.2
2025-06-09,Direct,679.62
2025-06-09,Email,398.63
2025-06-09,Organic Search,912.98
2025-06-09,Paid Search,1321.11
2025-06-09,Referral,419.8
2025-06-09,Social,273.14
2025-06-10,Direct,719.88
2025-06-10,Email,269.82
2025-06-10,Organic Search,879.76
2025-06-10,Paid Search,1150.06
2025-06-10,Referral,127.4
2025-06-10,Social,210.07
2025-06-11,Direct,727.35
2025-06-11,Email,336.85
2025-06-11,Organic Search,973.87
2025-06-11,Paid Search,1319.04
2025-06-11,Referral,434.71
2025-06-11,Social,259.93
2025-06-12,Direct,683.71
2025-06-12,Email,354.94
2025-06-12,Organic Search,1014.38
2025-06-12,Paid Search,1176.83
2025-06-12,Referral,474.08
2025-06-12,Social,275.13
2025-06-13,Direct,693.34
2025-06-13,Email,380.65
2025-06-13,Organic Search,1034.39
2025-06-13,Paid Search,1203.2
2025-06-13,Referral,457.24
2025-06-13,Social,263.67
2025-06-14,Direct,647.1
2025-06-14,Email,364.67
2025-06-14,Organic Search,871.21
2025-06-14,Paid Search,908.59
2025-06-14,Referral,238.29
2025-06-14,Social,274.48
2025-06-15,Direct,611.71
2025-06-15,Email,429.05
2025-06-15,Organic Search,830.69
2025-06-15,Paid Search,888.87
2025-06-15,Referral,331.61
2025-06-15,Social,277.49
2025-06-16,Direct,722.24
2025-06-16,Email,457.29
2025-06-16,Organic Search,888.12
2025-06-16,Paid Search,1280.37
2025-06-16,Referral,353.72
2025-06-16,Social,255.14
2025-06-17,Direct,679.66
2025-06-17,Email,369.06
2025-06-17,Organic Search,959.48
2025-06-17,Paid Search,1132.9
2025-06-17,Referral,354.95
2025-06-17,Social,288.4
2025-06-18,Direct,703.87
2025-06-18,Email,369.69
2025-06-18,Organic Search,953.88
2025-06-18,Paid Search,1292.41
2025-06-18,Referral,413.42
2025-06-18,Social,243.45
2025-06-19,Direct,649.64
2025-06-19,Email,455.12
2025-06-19,Organic Search,946.5
2025-06-19,Paid Search,1293.13
2025-06-19,Referral,384.9
2025-06-19,Social,266.26
2025-06-20,Direct,758.54
2025-06-20,Email,375.58
2025-06-20,Organic Search,995.11
2025-06-20,Paid Search,1269.08
2025-06-20,Referral,421.93
2025-06-20,Social,253.9
2025-06-21,Direct,565.33
2025-06-21,Email,305.72
2025-06-21,Organic Search,763.84
2025-06-21,Paid Search,968.5
2025-06-21,Referral,383.34
2025-06-21,Social,229.09
2025-06-22,Direct,613.86
2025-06-22,Email,378.34
2025-06-22,Organic Search,765.67
2025-06-22,Paid Search,503.25
2025-06-22,Referral,312.73
2025-06-22,Social,247.93
2025-06-23,Direct,795.28
2025-06-23,Email,396.21
2025-06-23,Organic Search,1116.77
2025-06-23,Paid Search,1343.55
2025-06-23,Referral,470.53
2025-06-23,Social,225.96
2025-06-24,Direct,772.28
2025-06-24,Email,305.8
2025-06-24,Organic Search,950.3
2025-06-24,Paid Search,1292.08
2025-06-24,Referral,386.02
2025-06-24,Social,301.43
2025-06-25,Direct,732.95
2025-06-25,Email,365.41
2025-06-25,Organic Search,1051.79
2025-06-25,Paid Search,1187.6
2025-06-25,Referral,416.93
2025-06-25,Social,251.25
2025-06-26,Direct,707.7
2025-06-26,Email,316.28
2025-06-26,Organic Search,1059.77
2025-06-26,Paid Search,1140.96
2025-06-26,Referral,445.98
2025-06-26,Social,300.7
2025-06-27,Direct,690.21
2025-06-27,Email,256.77
2025-06-27,Organic Search,983.78
2025-06-27,Paid Search,1335.04
2025-06-27,Referral,354.86
2025-06-27,Social,234.54
2025-06-28,Direct,666.48
2025-06-28,Email,426.14
2025-06-28,Organic Search,778.54
2025-06-28,Paid Search,1256.11
2025-06-28,Referral,302.61
2025-06-28,Social,232.44
2025-06-29,Direct,623.6
2025-06-29,Email,345.89
2025-06-29,Organic Search,730.6
2025-06-29,Paid Search,1146.52
2025-06-29,Referral,279.16
2025-06-29,Social,210.32
2025-06-30,Direct,745.45
2025-06-30,Email,372.91
2025-06-30,Organic Search,827.27
2025-06-30,Paid Search,1306.08
2025-06-30,Referral,422.68
2025-06-30,Social,227.81
2025-07-01,Direct,802.83
2025-07-01,Email,362.2
2025-07-01,Organic Search,1025.81
2025-07-01,Paid Search,1332.19
2025-07-01,Referral,433.33
2025-07-01,Social,240.78
2025-07-02,Direct,833.25
2025-07-02,Email,392.29
2025-07-02,Organic Search,1012.36
2025-07-02,Paid Search,1290.85
2025-07-02,Referral,382.88
2025-07-02,Social,238.3
2025-07-03,Direct,735.45
2025-07-03,Email,366.53
2025-07-03,Organic Search,1052.0
2025-07-03,Paid Search,1177.37
2025-07-03,Referral,376.81
2025-07-03,Social,232.49
2025-07-04,Direct,796.47
2025-07-04,Email,343.88
2025-07-04,Organic Search,944.9
2025-07-04,Paid Search,1322.11
2025-07-04,Referral,461.9
2025-07-04,Social,275.09
2025-07-05,Direct,642.18
2025-07-05,Email,329.61
2025-07-05,Organic Search,963.37
2025-07-05,Paid Search,1062.16
2025-07-05,Referral,360.88
2025-07-05,Social,274.98
2025-07-06,Direct,704.68
2025-07-06,Email,424.1
2025-07-06,Organic Search,856.79
2025-07-06,Paid Search,1083.69
2025-07-06,Referral,348.69
2025-07-06,Social,278.51
2025-07-07,Direct,775.07
2025-07-07,Email,458.71
2025-07-07,Organic Search,995.92
2025-07-07,Paid Search,1513.56
2025-07-07,Referral,431.01
2025-07-07,Social,214.43
2025-07-08,Direct,746.53
2025-07-08,Email,141.31
2025-07-08,Organic Search,821.71
2025-07-08,Paid Search,1441.95
2025-07-08,Referral,434.47
2025-07-08,Social,270.12
2025-07-09,Direct,828.31
2025-07-09,Email,298.73
2025-07-09,Organic Search,982.53
2025-07-09,Paid Search,1534.46
2025-07-09,Referral,470.2
2025-07-09,Social,267.86
2025-07-10,Direct,854.38
2025-07-10,Email,498.84
2025-07-10,Organic Search,1100.43
2025-07-10,Paid Search,1473.47
2025-07-10,Referral,525.81
2025-07-10,Social,338.05
2025-07-11,Direct,825.84
2025-07-11,Email,404.56
2025-07-11,Organic Search,1166.88
2025-07-11,Paid Search,1471.89
2025-07-11,Referral,498.85
2025-07-11,Social,276.12
2025-07-12,Direct,734.75
2025-07-12,Email,378.8
2025-07-12,Organic Search,851.93
2025-07-12,Paid Search,1171.16
2025-07-12,Referral,306.35
2025-07-12,Social,261.68
2025-07-13,Direct,642.53
2025-07-13,Email,394.9
2025-07-13,Organic Search,982.31
2025-07-13,Paid Search,1044.79
2025-07-13,Referral,311.56
2025-07-13,Social,214.34
2025-07-14,Direct,842.07
2025-07-14,Email,403.45
2025-07-14,Organic Search,957.49
2025-07-14,Paid Search,1535.73
2025-07-14,Referral,398.04
2025-07-14,Social,258.15
2025-07-15,Direct,743.39
2025-07-15,Email,413.96
2025-07-15,Organic Search,1093.46
2025-07-15,Paid Search,1416.1
2025-07-15,Referral,493.43
2025-07-15,Social,233.34
2025-07-16,Direct,779.11
2025-07-16,Email,459.18
2025-07-16,Organic Search,1102.23
2025-07-16,Paid Search,1428.09
2025-07-16,Referral,406.31
2025-07-16,Social,296.57
2025-07-17,Direct,799.95
2025-07-17,Email,391.96
2025-07-17,Organic Search,1124.47
2025-07-17,Paid Search,1473.85
2025-07-17,Referral,433.55
2025-07-17,Social,352.58
2025-07-18,Direct,836.66
2025-07-18,Email,365.54
2025-07-18,Organic Search,1086.49
2025-07-18,Paid Search,1430.49
2025-07-18,Referral,544.64
2025-07-18,Social,264.95
2025-07-19,Direct,615.44
2025-07-19,Email,359.46
2025-07-19,Organic Search,911.36
2025-07-19,Paid Search,1064.17
2025-07-19,Referral,369.0
2025-07-19,Social,265.38
2025-07-20,Direct,718.24
2025-07-20,Email,366.2
2025-07-20,Organic Search,808.91
2025-07-20,Paid Search,1162.41
2025-07-20,Referral,309.91
2025-07-20,Social,242.26
2025-07-21,Direct,812.21
2025-07-21,Email,454.02
2025-07-21,Organic Search,1219.87
2025-07-21,Paid Search,1469.99
2025-07-21,Referral,431.51
2025-07-21,Social,275.98
2025-07-22,Direct,1019.31
2025-07-22,Email,452.27
2025-07-22,Organic Search,1186.43
2025-07-22,Paid Search,1474.01
2025-07-22,Referral,198.3
2025-07-22,Social,306.75
2025-07-23,Direct,823.13
2025-07-23,Email,511.2
2025-07-23,Organic Search,1130.45
2025-07-23,Paid Search,1502.92
2025-07-23,Referral,521.92
2025-07-23,Social,385.34
2025-07-24,Direct,882.52
2025-07-24,Email,500.23
2025-07-24,Organic Search,1201.1
2025-07-24,Paid Search,1267.52
2025-07-24,Referral,444.79
2025-07-24,Social,362.86
2025-07-25,Direct,878.43
2025-07-25,Email,403.89
2025-07-25,Organic Search,1248.56
2025-07-25,Paid Search,1499.05
2025-07-25,Referral,523.42
2025-07-25,Social,378.65
2025-07-26,Direct,653.62
2025-07-26,Email,437.52
2025-07-26,Organic Search,964.3
2025-07-26,Paid Search,1333.48
2025-07-26,Referral,327.79
2025-07-26,Social,320.05
2025-07-27,Direct,702.38
2025-07-27,Email,455.74
2025-07-27,Organic Search,1095.73
2025-07-27,Paid Search,1331.49
2025-07-27,Referral,304.21
2025-07-27,Social,275.65
2025-07-28,Direct,881.58
2025-07-28,Email,526.25
2025-07-28,Organic Search,1196.46
2025-07-28,Paid Search,1560.22
2025-07-28,Referral,492.74
2025-07-28,Social,295.3
2025-07-29,Direct,962.67
2025-07-29,Email,481.39
2025-07-29,Organic Search,1046.07
2025-07-29,Paid Search,1564.06
2025-07-29,Referral,460.41
2025-07-29,Social,280.02
2025-07-30,Direct,932.02
2025-07-30,Email,480.28
2025-07-30,Organic Search,1164.4
2025-07-30,Paid Search,1279.91
2025-07-30,Referral,502.99
2025-07-30,Social,209.72
2025-07-31,Direct,949.14
2025-07-31,Email,463.99
2025-07-31,Organic Search,1247.0
2025-07-31,Paid Search,1510.81
2025-07-31,Referral,518.99
2025-07-31,Social,304.63
2025-08-01,Direct,975.18
2025-08-01,Email,472.96
2025-08-01,Organic Search,1291.28
2025-08-01,Paid Search,1674.92
2025-08-01,Referral,405.33
2025-08-01,Social,380.23
2025-08-02,Direct,240.23
2025-08-02,Email,515.88
2025-08-02,Organic Search,961.23
2025-08-02,Paid Search,1205.92
2025-08-02,Referral,342.06
2025-08-02,Social,350.85
2025-08-03,Direct,799.24
2025-08-03,Email,422.3
2025-08-03,Organic Search,871.56
2025-08-03,Paid Search,1353.23
2025-08-03,Referral,364.46
2025-08-03,Social,391.54
2025-08-04,Direct,1019.09
2025-08-04,Email,338.71
2025-08-04,Organic Search,1369.15
2025-08-04,Paid Search,2341.6
2025-08-04,Referral,674.61
2025-08-04,Social,395.32
2025-08-05,Direct,1113.81
2025-08-05,Email,740.11
2025-08-05,Organic Search,1232.33
2025-08-05,Paid Search,2086.32
2025-08-05,Referral,667.6
2025-08-05,Social,322.65
2025-08-06,Direct,1076.44
2025-08-06,Email,561.31
2025-08-06,Organic Search,1510.45
2025-08-06,Paid Search,2214.06
2025-08-06,Referral,560.0
2025-08-06,Social,465.79
2025-08-07,Direct,895.03
2025-08-07,Email,659.33
2025-08-07,Organic Search,1362.48
2025-08-07,Paid Search,2464.56
2025-08-07,Referral,610.6
2025-08-07,Social,419.65
2025-08-08,Direct,1078.91
2025-08-08,Email,796.22
2025-08-08,Organic Search,1331.76
2025-08-08,Paid Search,1963.6
2025-08-08,Referral,659.32
2025-08-08,Social,498.52
2025-08-09,Direct,977.43
2025-08-09,Email,614.84
2025-08-09,Organic Search,1265.89
2025-08-09,Paid Search,1684.87
2025-08-09,Referral,439.63
2025-08-09,Social,442.4
2025-08-10,Direct,823.62
2025-08-10,Email,659.61
2025-08-10,Organic Search,1347.98
2025-08-10,Paid Search,1532.8
2025-08-10,Referral,414.67
2025-08-10,Social,339.86
2025-08-11,Direct,1064.38
2025-08-11,Email,749.14
2025-08-11,Organic Search,1348.15
2025-08-11,Paid Search,2089.79
2025-08-11,Referral,629.56
2025-08-11,Social,335.43
2025-08-12,Direct,1066.31
2025-08-12,Email,874.95
2025-08-12,Organic Search,1469.83
2025-08-12,Paid Search,2578.92
2025-08-12,Referral,662.62
2025-08-12,Social,335.44
2025-08-13,Direct,1193.16
2025-08-13,Email,636.85
2025-08-13,Organic Search,1428.02
2025-08-13,Paid Search,2197.77
2025-08-13,Referral,569.44
2025-08-13,Social,361.89
2025-08-14,Direct,1087.67
2025-08-14,Email,737.36
2025-08-14,Organic Search,1645.94
2025-08-14,Paid Search,1926.1
2025-08-14,Referral,683.79
2025-08-14,Social,370.91
2025-08-15,Direct,1123.69
2025-08-15,Email,723.52
2025-08-15,Organic Search,1454.26
2025-08-15,Paid Search,2100.27
2025-08-15,Referral,653.1
2025-08-15,Social,386.46
2025-08-16,Direct,779.87
2025-08-16,Email,562.63
2025-08-16,Organic Search,1095.09
2025-08-16,Paid Search,1558.73
2025-08-16,Referral,498.22
2025-08-16,Social,407.54
2025-08-17,Direct,962.35
2025-08-17,Email,646.72
2025-08-17,Organic Search,1206.99
2025-08-17,Paid Search,1816.08
2025-08-17,Referral,462.75
2025-08-17,Social,356.59
2025-08-18,Direct,986.62
2025-08-18,Email,517.64
2025-08-18,Organic Search,1364.45
2025-08-18,Paid Search,1768.28
2025-08-18,Referral,642.58
2025-08-18,Social,342.55
2025-08-19,Direct,892.13
2025-08-19,Email,491.28
2025-08-19,Organic Search,1211.57
2025-08-19,Paid Search,1835.24
2025-08-19,Referral,556.58
2025-08-19,Social,270.64
2025-08-20,Direct,849.63
2025-08-20,Email,554.6
2025-08-20,Organic Search,1174.65
2025-08-20,Paid Search,924.8
2025-08-20,Referral,583.17
2025-08-20,Social,307.09
2025-08-21,Direct,1057.93
2025-08-21,Email,429.24
2025-08-21,Organic Search,1234.66
2025-08-21,Paid Search,1687.07
2025-08-21,Referral,575.05
2025-08-21,Social,306.2
2025-08-22,Direct,979.11
2025-08-22,Email,555.55
2025-08-22,Organic Search,1141.45
2025-08-22,Paid Search,1822.46
2025-08-22,Referral,529.51
2025-08-22,Social,266.66
2025-08-23,Direct,811.13
2025-08-23,Email,422.33
2025-08-23,Organic Search,1013.38
2025-08-23,Paid Search,1526.66
2025-08-23,Referral,402.25
2025-08-23,Social,302.72
2025-08-24,Direct,921.91
2025-08-24,Email,552.62
2025-08-24,Organic Search,983.79
2025-08-24,Paid Search,1336.86
2025-08-24,Referral,364.81
2025-08-24,Social,253.78
